index,lon,lat,alt,time
934,100.509606,13.719372,13.3,2018-07-24 07:55:08
935,100.509629,13.719352,13.1,2018-07-24 07:55:09
936,100.509661,13.719322,12.9,2018-07-24 07:55:10
937,100.509711,13.71931,12.3,2018-07-24 07:55:12
938,100.509735,13.719293,11.9,2018-07-24 07:55:13
939,100.509753,13.71927,11.6,2018-07-24 07:55:14
940,100.50979,13.71923,11.3,2018-07-24 07:55:16
941,100.509824,13.719201,11.0,2018-07-24 07:55:18
942,100.509845,13.719173,10.8,2018-07-24 07:55:19
943,100.509867,13.719153,10.5,2018-07-24 07:55:20
944,100.509898,13.719148,10.5,2018-07-24 07:55:21
945,100.509939,13.719126,10.8,2018-07-24 07:55:23
946,100.509962,13.719105,10.9,2018-07-24 07:55:25
947,100.509993,13.719118,11.0,2018-07-24 07:55:26
948,100.510034,13.71913,11.0,2018-07-24 07:55:27
949,100.510051,13.719098,11.4,2018-07-24 07:55:28
950,100.510084,13.7191,11.8,2018-07-24 07:55:29
951,100.51012,13.719085,12.4,2018-07-24 07:55:30
952,100.510153,13.719078,12.8,2018-07-24 07:55:31
953,100.51018,13.719069,13.2,2018-07-24 07:55:32
954,100.510201,13.71905,13.7,2018-07-24 07:55:33
955,100.510252,13.719055,15.3,2018-07-24 07:55:35
956,100.510295,13.719054,16.7,2018-07-24 07:55:36
957,100.510339,13.719063,17.4,2018-07-24 07:55:38
958,100.510385,13.719076,18.0,2018-07-24 07:55:40
959,100.510427,13.71908,11.0,2018-07-24 07:55:42
960,100.510465,13.719089,4.6,2018-07-24 07:55:43
961,100.510497,13.719102,2.7,2018-07-24 07:55:44
962,100.510535,13.719107,2.5,2018-07-24 07:55:45
963,100.510604,13.719163,2.3,2018-07-24 07:55:46
964,100.510646,13.719165,2.2,2018-07-24 07:55:47
965,100.510686,13.71919,2.1,2018-07-24 07:55:48
966,100.51069,13.71923,2.0,2018-07-24 07:55:49
967,100.5107,13.719281,1.9,2018-07-24 07:55:51
968,100.510698,13.719315,1.8,2018-07-24 07:55:52
969,100.510711,13.719348,1.7,2018-07-24 07:55:53
970,100.510704,13.719385,1.6,2018-07-24 07:55:54
971,100.510696,13.719423,1.5,2018-07-24 07:55:55
972,100.510691,13.719451,1.5,2018-07-24 07:55:56
973,100.510681,13.719484,1.4,2018-07-24 07:55:57
974,100.510683,13.719527,1.3,2018-07-24 07:55:59
975,100.510676,13.719556,1.2,2018-07-24 07:56:01
976,100.510696,13.71958,1.1,2018-07-24 07:56:02
977,100.510689,13.71964,4.1,2018-07-24 07:56:04
978,100.510716,13.719668,7.0,2018-07-24 07:56:06
979,100.510682,13.71971,7.0,2018-07-24 07:56:08
980,100.510634,13.719728,7.1,2018-07-24 07:56:09
981,100.510601,13.719723,7.1,2018-07-24 07:56:11
982,100.510567,13.719724,7.2,2018-07-24 07:56:12
983,100.510532,13.71974,7.2,2018-07-24 07:56:14
984,100.510514,13.719782,7.3,2018-07-24 07:56:15
985,100.510475,13.719789,7.3,2018-07-24 07:56:17
986,100.510437,13.719793,7.3,2018-07-24 07:56:19
987,100.510393,13.719781,7.3,2018-07-24 07:56:20
988,100.510352,13.71979,7.4,2018-07-24 07:56:21
989,100.510279,13.719796,7.4,2018-07-24 07:56:23
990,100.510235,13.719794,7.4,2018-07-24 07:56:24
991,100.510186,13.71978,7.4,2018-07-24 07:56:25
992,100.510146,13.719784,7.4,2018-07-24 07:56:26
993,100.510105,13.719764,7.4,2018-07-24 07:56:27
994,100.510066,13.719757,7.4,2018-07-24 07:56:28
995,100.510038,13.719777,7.5,2018-07-24 07:56:29
996,100.509997,13.719787,7.5,2018-07-24 07:56:30
997,100.509968,13.719786,7.5,2018-07-24 07:56:31
998,100.50995,13.719833,7.6,2018-07-24 07:56:32
999,100.509915,13.719875,7.6,2018-07-24 07:56:34
1000,100.509899,13.719913,7.6,2018-07-24 07:56:36
1001,100.509857,13.71994,7.6,2018-07-24 07:56:39
1002,100.509824,13.719918,7.6,2018-07-24 07:56:41
1003,100.509795,13.719919,7.6,2018-07-24 07:56:42
1004,100.509754,13.719929,7.5,2018-07-24 07:56:43
1005,100.509716,13.719952,7.5,2018-07-24 07:56:44
1006,100.509674,13.719967,7.5,2018-07-24 07:56:45
1007,100.509632,13.71997,7.5,2018-07-24 07:56:46
1008,100.509599,13.719979,7.4,2018-07-24 07:56:47
1009,100.509572,13.719997,7.4,2018-07-24 07:56:48
1010,100.509544,13.720032,7.4,2018-07-24 07:56:49
1011,100.509515,13.720035,7.4,2018-07-24 07:56:50
1012,100.509519,13.72007,7.4,2018-07-24 07:56:52
1013,100.509511,13.7201,7.4,2018-07-24 07:56:54
1014,100.509513,13.720129,7.4,2018-07-24 07:56:55
1015,100.509602,13.720166,7.1,2018-07-24 07:56:58
1016,100.509649,13.720184,6.4,2018-07-24 07:56:59
1017,100.509694,13.720175,6.0,2018-07-24 07:57:00
1018,100.509743,13.720234,5.3,2018-07-24 07:57:01
1019,100.509789,13.720231,4.6,2018-07-24 07:57:02
1020,100.509827,13.720226,4.0,2018-07-24 07:57:03
1021,100.509876,13.720235,3.3,2018-07-24 07:57:04
1022,100.509904,13.720275,3.2,2018-07-24 07:57:05
1023,100.509931,13.720298,3.1,2018-07-24 07:57:06
1024,100.509963,13.720337,3.0,2018-07-24 07:57:07
1025,100.509984,13.720381,2.9,2018-07-24 07:57:08
1026,100.510006,13.720403,2.9,2018-07-24 07:57:09
1027,100.510032,13.720413,2.8,2018-07-24 07:57:10
1028,100.510077,13.720394,2.7,2018-07-24 07:57:12
1029,100.510114,13.720377,2.6,2018-07-24 07:57:14
1030,100.510159,13.720359,2.5,2018-07-24 07:57:16
1031,100.510197,13.720357,2.4,2018-07-24 07:57:18
1032,100.510203,13.720319,2.4,2018-07-24 07:57:20
1033,100.510239,13.720287,2.3,2018-07-24 07:57:23
1034,100.510267,13.720275,2.2,2018-07-24 07:57:25
1035,100.510303,13.720268,2.2,2018-07-24 07:57:27
1036,100.510344,13.720288,2.1,2018-07-24 07:57:28
1037,100.510378,13.720309,2.0,2018-07-24 07:57:29
1038,100.510401,13.72033,2.0,2018-07-24 07:57:30
1039,100.510441,13.720354,1.8,2018-07-24 07:57:32
1040,100.510491,13.72037,1.7,2018-07-24 07:57:34
1041,100.510527,13.720364,1.6,2018-07-24 07:57:35
1042,100.51057,13.720354,1.4,2018-07-24 07:57:36
1043,100.510598,13.72034,1.3,2018-07-24 07:57:37
1044,100.510641,13.720332,1.2,2018-07-24 07:57:38
1045,100.510671,13.720312,1.2,2018-07-24 07:57:40
1046,100.510667,13.720276,1.1,2018-07-24 07:57:42
1047,100.510686,13.720225,0.9,2018-07-24 07:57:44
1048,100.510713,13.720186,0.8,2018-07-24 07:57:46
1049,100.510745,13.720215,0.7,2018-07-24 07:57:48
1050,100.510757,13.720172,0.6,2018-07-24 07:57:49
1051,100.510781,13.72015,0.5,2018-07-24 07:57:50
1052,100.5108,13.720111,0.4,2018-07-24 07:57:51
1053,100.510809,13.720022,0.3,2018-07-24 07:57:53
1054,100.510781,13.719981,0.5,2018-07-24 07:57:54
1055,100.510745,13.719972,0.6,2018-07-24 07:57:55
1056,100.510694,13.719982,0.7,2018-07-24 07:57:57
1057,100.510655,13.720028,0.9,2018-07-24 07:57:59
1058,100.510626,13.720058,1.0,2018-07-24 07:58:00
1059,100.510594,13.72007,1.1,2018-07-24 07:58:01
1060,100.510538,13.720126,1.3,2018-07-24 07:58:03
1061,100.510509,13.720159,1.5,2018-07-24 07:58:04
1062,100.510489,13.720201,1.7,2018-07-24 07:58:05
1063,100.510471,13.720234,1.8,2018-07-24 07:58:06
1064,100.510436,13.72027,2.0,2018-07-24 07:58:08
1065,100.510372,13.720266,2.1,2018-07-24 07:58:10
1066,100.510334,13.72027,2.2,2018-07-24 07:58:11
1067,100.510303,13.720277,2.3,2018-07-24 07:58:12
1068,100.510273,13.720278,2.3,2018-07-24 07:58:13
1069,100.510223,13.720277,2.4,2018-07-24 07:58:15
1070,100.510191,13.720276,2.5,2018-07-24 07:58:16
1071,100.510161,13.720295,2.6,2018-07-24 07:58:17
1072,100.510117,13.720292,2.7,2018-07-24 07:58:19
1073,100.51006,13.720287,2.8,2018-07-24 07:58:21
1074,100.510025,13.720275,2.9,2018-07-24 07:58:22
1075,100.509993,13.720275,3.0,2018-07-24 07:58:23
1076,100.509981,13.72031,3.1,2018-07-24 07:58:24
1077,100.509952,13.720302,3.2,2018-07-24 07:58:25
1078,100.50993,13.720323,3.3,2018-07-24 07:58:26
1079,100.509911,13.720347,3.3,2018-07-24 07:58:27
1080,100.509889,13.720363,3.4,2018-07-24 07:58:28
1081,100.509866,13.72039,3.5,2018-07-24 07:58:29
1082,100.509846,13.720411,3.5,2018-07-24 07:58:30
1083,100.509826,13.720451,3.6,2018-07-24 07:58:31
1084,100.509795,13.720453,3.7,2018-07-24 07:58:32
1085,100.509758,13.720455,3.7,2018-07-24 07:58:33
1086,100.509728,13.720456,3.8,2018-07-24 07:58:34
1087,100.509698,13.720451,3.9,2018-07-24 07:58:35
1088,100.509653,13.720433,4.1,2018-07-24 07:58:37
1089,100.509594,13.720473,4.2,2018-07-24 07:58:39
1090,100.509542,13.720506,4.3,2018-07-24 07:58:41
1091,100.509513,13.720513,4.3,2018-07-24 07:58:42
1092,100.509527,13.72054,4.3,2018-07-24 07:58:45
1093,100.509567,13.720598,4.3,2018-07-24 07:58:47
1094,100.509575,13.720557,4.3,2018-07-24 07:58:49
1095,100.50956,13.720503,4.2,2018-07-24 07:58:50
1096,100.509559,13.720473,4.2,2018-07-24 07:58:51
1097,100.50954,13.720441,4.2,2018-07-24 07:58:52
1098,100.509532,13.720388,4.2,2018-07-24 07:58:53
1099,100.509492,13.720177,6.2,2018-07-24 07:58:55
1100,100.509484,13.720056,8.4,2018-07-24 07:58:56
1101,100.509498,13.719987,8.4,2018-07-24 07:58:57
1102,100.50951,13.719956,8.4,2018-07-24 07:58:58
1103,100.509528,13.719919,8.4,2018-07-24 07:58:59
1104,100.509544,13.719872,8.4,2018-07-24 07:59:00
1105,100.50958,13.719828,8.4,2018-07-24 07:59:02
1106,100.509622,13.719797,8.3,2018-07-24 07:59:04
1107,100.509657,13.71979,8.3,2018-07-24 07:59:05
1108,100.509684,13.719782,8.3,2018-07-24 07:59:06
1109,100.509734,13.719753,8.3,2018-07-24 07:59:08
1110,100.509766,13.719732,8.3,2018-07-24 07:59:09
1111,100.509788,13.719712,8.3,2018-07-24 07:59:10
1112,100.509812,13.719692,8.3,2018-07-24 07:59:11
1113,100.509839,13.719671,8.3,2018-07-24 07:59:12
1114,100.509858,13.719644,8.3,2018-07-24 07:59:13
1115,100.509883,13.719615,8.3,2018-07-24 07:59:14
1116,100.509911,13.719594,8.2,2018-07-24 07:59:15
1117,100.509941,13.719568,8.2,2018-07-24 07:59:16
1118,100.509961,13.719546,8.2,2018-07-24 07:59:17
1119,100.509984,13.719532,8.2,2018-07-24 07:59:18
1120,100.510014,13.719514,8.2,2018-07-24 07:59:19
1121,100.510046,13.719502,8.2,2018-07-24 07:59:20
1122,100.510098,13.719494,8.2,2018-07-24 07:59:22
1123,100.510123,13.719476,8.2,2018-07-24 07:59:23
1124,100.510158,13.719464,8.2,2018-07-24 07:59:25
1125,100.510187,13.719444,8.2,2018-07-24 07:59:27
1126,100.510222,13.719468,8.2,2018-07-24 07:59:29
1127,100.510253,13.719491,8.2,2018-07-24 07:59:32
1128,100.510265,13.719553,8.1,2018-07-24 07:59:34
1129,100.510291,13.719604,8.1,2018-07-24 07:59:36
1130,100.510311,13.719636,8.1,2018-07-24 07:59:38
1131,100.510337,13.719686,8.1,2018-07-24 07:59:40
1132,100.51034,13.719726,7.7,2018-07-24 07:59:42
1133,100.510346,13.719757,7.4,2018-07-24 07:59:43
1134,100.510367,13.71978,7.4,2018-07-24 07:59:45
1135,100.510404,13.719782,7.3,2018-07-24 07:59:47
1136,100.51046,13.719809,7.3,2018-07-24 07:59:49
1137,100.510491,13.719824,7.3,2018-07-24 07:59:50
1138,100.510536,13.719842,7.3,2018-07-24 07:59:52
1139,100.510575,13.719862,7.2,2018-07-24 07:59:54
1140,100.5106,13.719887,7.2,2018-07-24 07:59:55
1141,100.510645,13.719882,7.1,2018-07-24 07:59:56
1142,100.510674,13.71988,7.1,2018-07-24 07:59:57
1143,100.510702,13.71987,7.0,2018-07-24 07:59:58
1144,100.510734,13.719845,7.0,2018-07-24 07:59:59
1145,100.51072,13.71981,3.9,2018-07-24 08:00:03
1146,100.510708,13.719776,0.7,2018-07-24 08:00:04
1147,100.510718,13.719742,0.8,2018-07-24 08:00:05
1148,100.510743,13.719707,0.9,2018-07-24 08:00:06
1149,100.510766,13.71967,1.0,2018-07-24 08:00:07
1150,100.510782,13.719646,1.0,2018-07-24 08:00:08
1151,100.510795,13.719621,1.1,2018-07-24 08:00:09
1152,100.510826,13.719579,1.2,2018-07-24 08:00:12
1153,100.510838,13.719524,1.4,2018-07-24 08:00:14
1154,100.510836,13.719495,1.4,2018-07-24 08:00:15
1155,100.510832,13.719466,1.5,2018-07-24 08:00:17
1156,100.510805,13.719439,1.6,2018-07-24 08:00:19
1157,100.510784,13.719405,1.7,2018-07-24 08:00:21
1158,100.510745,13.719381,1.8,2018-07-24 08:00:24
1159,100.5107,13.719349,1.9,2018-07-24 08:00:26
1160,100.510671,13.719341,2.0,2018-07-24 08:00:27
1161,100.510634,13.719331,2.0,2018-07-24 08:00:29
1162,100.510605,13.719286,2.2,2018-07-24 08:00:31
1163,100.510562,13.719257,2.3,2018-07-24 08:00:33
1164,100.510533,13.719235,2.4,2018-07-24 08:00:34
1165,100.510526,13.719208,2.4,2018-07-24 08:00:35
1166,100.510484,13.71919,2.6,2018-07-24 08:00:36
1167,100.510439,13.719173,4.3,2018-07-24 08:00:37
1168,100.510399,13.719153,11.7,2018-07-24 08:00:38
1169,100.510364,13.719156,17.4,2018-07-24 08:00:39
1170,100.510323,13.71917,17.5,2018-07-24 08:00:40
1171,100.510287,13.719163,16.9,2018-07-24 08:00:41
1172,100.510236,13.719158,15.6,2018-07-24 08:00:42
1173,100.510176,13.719176,13.6,2018-07-24 08:00:43
1174,100.510147,13.719184,13.2,2018-07-24 08:00:44
1175,100.510115,13.719196,12.7,2018-07-24 08:00:45
1176,100.510088,13.719209,12.3,2018-07-24 08:00:46
1177,100.510057,13.719218,11.8,2018-07-24 08:00:47
1178,100.510026,13.719227,11.4,2018-07-24 08:00:48
1179,100.509992,13.719229,11.0,2018-07-24 08:00:49
1180,100.50997,13.719206,11.0,2018-07-24 08:00:51
1181,100.509933,13.719226,10.9,2018-07-24 08:00:52
1182,100.509899,13.719227,10.8,2018-07-24 08:00:53
1183,100.509863,13.719229,10.6,2018-07-24 08:00:54
1184,100.509832,13.719224,10.5,2018-07-24 08:00:55
1185,100.5098,13.719225,10.7,2018-07-24 08:00:56
1186,100.50976,13.719224,11.0,2018-07-24 08:00:57
1187,100.509723,13.719224,11.2,2018-07-24 08:00:58
1188,100.509692,13.719234,11.4,2018-07-24 08:00:59
1189,100.50966,13.719244,11.5,2018-07-24 08:01:00
1190,100.509619,13.719244,12.0,2018-07-24 08:01:02
1191,100.509591,13.719229,12.4,2018-07-24 08:01:03
1192,100.509554,13.719236,12.9,2018-07-24 08:01:04
1193,100.509511,13.719285,13.2,2018-07-24 08:01:06
1194,100.509494,13.71931,13.4,2018-07-24 08:01:07
1195,100.509486,13.719355,14.0,2018-07-24 08:01:08
1196,100.509486,13.719451,14.8,2018-07-24 08:01:09
1197,100.509456,13.719457,15.0,2018-07-24 08:01:11
1198,100.509437,13.719481,15.3,2018-07-24 08:01:12
1199,100.509459,13.719537,14.0,2018-07-24 08:01:14
1200,100.509443,13.719577,13.3,2018-07-24 08:01:15
1201,100.509429,13.719604,12.3,2018-07-24 08:01:16
1202,100.509411,13.719651,11.3,2018-07-24 08:01:18
1203,100.509389,13.719683,10.5,2018-07-24 08:01:21
1204,100.509369,13.719706,9.5,2018-07-24 08:01:24
1205,100.509365,13.719737,8.4,2018-07-24 08:01:27
1206,100.509399,13.719707,8.4,2018-07-24 08:01:29
1207,100.509454,13.719669,8.4,2018-07-24 08:01:30
1208,100.509483,13.719686,8.4,2018-07-24 08:01:31
1209,100.509519,13.719644,8.4,2018-07-24 08:01:33
1210,100.50956,13.719637,8.4,2018-07-24 08:01:34
1211,100.509605,13.719644,8.4,2018-07-24 08:01:35
1212,100.509641,13.719614,8.3,2018-07-24 08:01:36
1213,100.50968,13.719618,8.3,2018-07-24 08:01:37
1214,100.509734,13.719631,8.3,2018-07-24 08:01:38
1215,100.509762,13.719637,8.3,2018-07-24 08:01:39
1216,100.509803,13.719633,8.3,2018-07-24 08:01:40
1217,100.509827,13.719618,8.3,2018-07-24 08:01:41
1218,100.509855,13.719617,8.3,2018-07-24 08:01:42
1219,100.50986,13.719556,8.2,2018-07-24 08:01:43
1220,100.509886,13.719575,8.2,2018-07-24 08:01:44
1221,100.509947,13.719573,8.2,2018-07-24 08:01:46
1222,100.509974,13.719579,8.2,2018-07-24 08:01:47
1223,100.510005,13.719603,8.2,2018-07-24 08:01:48
1224,100.510061,13.719605,8.2,2018-07-24 08:01:50
1225,100.510103,13.71965,8.2,2018-07-24 08:01:51
1226,100.510136,13.719651,8.2,2018-07-24 08:01:54
1227,100.510173,13.71964,8.2,2018-07-24 08:01:56
1228,100.510233,13.719643,8.1,2018-07-24 08:01:58
1229,100.510266,13.719651,8.1,2018-07-24 08:01:59
1230,100.510314,13.719665,8.1,2018-07-24 08:02:01
1231,100.510351,13.719665,8.1,2018-07-24 08:02:02
1232,100.510391,13.719668,8.1,2018-07-24 08:02:03
1233,100.510435,13.719669,8.1,2018-07-24 08:02:04
1234,100.510464,13.719658,8.1,2018-07-24 08:02:05
1235,100.510493,13.719652,8.1,2018-07-24 08:02:06
1236,100.510547,13.719638,8.0,2018-07-24 08:02:08
1237,100.510603,13.71962,8.0,2018-07-24 08:02:10
1238,100.510637,13.719645,8.0,2018-07-24 08:02:12
1239,100.510666,13.71965,8.0,2018-07-24 08:02:13
1240,100.510688,13.71967,8.0,2018-07-24 08:02:14
1241,100.510705,13.719711,7.9,2018-07-24 08:02:15
1242,100.510717,13.719767,7.8,2018-07-24 08:02:17
1243,100.510749,13.719781,7.7,2018-07-24 08:02:18
1244,100.510765,13.719806,7.5,2018-07-24 08:02:19
1245,100.510759,13.719833,7.4,2018-07-24 08:02:20
1246,100.510744,13.719861,7.3,2018-07-24 08:02:21
1247,100.51071,13.719862,7.2,2018-07-24 08:02:22
1248,100.510687,13.719893,7.2,2018-07-24 08:02:23
1249,100.510676,13.71993,7.1,2018-07-24 08:02:24
1250,100.510656,13.719982,6.9,2018-07-24 08:02:26
1251,100.510631,13.720023,6.9,2018-07-24 08:02:29
1252,100.510601,13.719997,6.8,2018-07-24 08:02:30
1253,100.510569,13.720023,6.7,2018-07-24 08:02:31
1254,100.51053,13.720032,6.7,2018-07-24 08:02:32
1255,100.510488,13.720047,6.0,2018-07-24 08:02:33
1256,100.510458,13.720047,6.1,2018-07-24 08:02:34
1257,100.510418,13.720056,6.1,2018-07-24 08:02:35
1258,100.510362,13.720064,6.2,2018-07-24 08:02:37
1259,100.510335,13.720079,6.3,2018-07-24 08:02:38
1260,100.510307,13.720091,5.9,2018-07-24 08:02:40
1261,100.510285,13.720109,5.8,2018-07-24 08:02:41
1262,100.510249,13.720124,5.9,2018-07-24 08:02:42
1263,100.510211,13.720123,6.2,2018-07-24 08:02:43
1264,100.510163,13.720151,6.1,2018-07-24 08:02:45
1265,100.510134,13.720156,6.5,2018-07-24 08:02:46
1266,100.510087,13.720174,6.3,2018-07-24 08:02:48
1267,100.510058,13.720193,6.2,2018-07-24 08:02:49
1268,100.510007,13.720194,6.8,2018-07-24 08:02:51
1269,100.509963,13.720189,7.0,2018-07-24 08:02:53
1270,100.509939,13.720169,6.9,2018-07-24 08:02:55
1271,100.509905,13.720158,7.4,2018-07-24 08:02:57
1272,100.509841,13.720157,7.5,2018-07-24 08:02:59
1273,100.509804,13.720154,7.5,2018-07-24 08:03:00
1274,100.509772,13.72016,7.5,2018-07-24 08:03:01
1275,100.509743,13.72015,7.5,2018-07-24 08:03:02
1276,100.509714,13.720127,7.4,2018-07-24 08:03:03
1277,100.509655,13.720124,7.4,2018-07-24 08:03:05
1278,100.50962,13.720108,7.4,2018-07-24 08:03:06
1279,100.509583,13.7201,7.4,2018-07-24 08:03:08
1280,100.509564,13.720129,7.4,2018-07-24 08:03:09
1281,100.509518,13.720117,7.4,2018-07-24 08:03:11
1282,100.509488,13.720117,7.4,2018-07-24 08:03:12
1283,100.509486,13.72008,7.4,2018-07-24 08:03:14
1284,100.509485,13.720047,7.4,2018-07-24 08:03:15
1285,100.509531,13.720053,7.4,2018-07-24 08:03:18
1286,100.509577,13.720042,7.4,2018-07-24 08:03:19
1287,100.509621,13.720027,7.4,2018-07-24 08:03:20
1288,100.509677,13.720009,7.5,2018-07-24 08:03:21
1289,100.509731,13.719998,7.5,2018-07-24 08:03:22
1290,100.509773,13.719974,7.5,2018-07-24 08:03:23
1291,100.509838,13.71997,7.6,2018-07-24 08:03:25
1292,100.509873,13.719965,7.6,2018-07-24 08:03:27
1293,100.509921,13.719954,7.6,2018-07-24 08:03:28
1294,100.509972,13.719915,7.6,2018-07-24 08:03:30
1295,100.510001,13.719917,7.6,2018-07-24 08:03:31
1296,100.510053,13.719915,7.5,2018-07-24 08:03:33
1297,100.510094,13.719922,7.5,2018-07-24 08:03:34
1298,100.510124,13.719889,7.5,2018-07-24 08:03:35
1299,100.510185,13.719903,7.4,2018-07-24 08:03:37
1300,100.510238,13.719921,7.4,2018-07-24 08:03:38
1301,100.510278,13.719933,7.4,2018-07-24 08:03:39
1302,100.510328,13.719934,7.4,2018-07-24 08:03:40
1303,100.510369,13.719926,7.4,2018-07-24 08:03:42
1304,100.5104,13.719927,7.4,2018-07-24 08:03:43
1305,100.510429,13.719922,7.4,2018-07-24 08:03:44
1306,100.510456,13.71991,7.3,2018-07-24 08:03:45
1307,100.510492,13.719911,7.3,2018-07-24 08:03:46
1308,100.510538,13.719916,7.3,2018-07-24 08:03:48
1309,100.510567,13.719897,7.3,2018-07-24 08:03:49
1310,100.510601,13.719907,7.2,2018-07-24 08:03:50
1311,100.510656,13.71992,7.1,2018-07-24 08:03:52
1312,100.510689,13.719931,3.8,2018-07-24 08:03:54
1313,100.51073,13.719921,0.4,2018-07-24 08:03:55
1314,100.510754,13.719905,0.5,2018-07-24 08:03:57
1315,100.510787,13.719892,0.5,2018-07-24 08:03:58
1316,100.510783,13.719789,0.7,2018-07-24 08:04:00
1317,100.510807,13.719722,0.9,2018-07-24 08:04:02
1318,100.510829,13.719668,1.0,2018-07-24 08:04:04
1319,100.510843,13.719607,1.1,2018-07-24 08:04:06
1320,100.510841,13.719576,1.2,2018-07-24 08:04:07
1321,100.510826,13.71955,1.2,2018-07-24 08:04:08
1322,100.510798,13.719521,1.3,2018-07-24 08:04:09
1323,100.510751,13.719475,1.4,2018-07-24 08:04:10
1324,100.510689,13.719439,1.6,2018-07-24 08:04:11
1325,100.510623,13.719389,1.8,2018-07-24 08:04:12
1326,100.510604,13.719357,1.9,2018-07-24 08:04:13
1327,100.510577,13.719286,2.0,2018-07-24 08:04:14
1328,100.510639,13.71927,2.2,2018-07-24 08:04:16
1329,100.510658,13.719242,2.2,2018-07-24 08:04:17
1330,100.510677,13.719214,2.3,2018-07-24 08:04:18
1331,100.510674,13.719183,2.4,2018-07-24 08:04:20
1332,100.510647,13.719172,2.4,2018-07-24 08:04:23
1333,100.510599,13.719185,2.6,2018-07-24 08:04:25
1334,100.510545,13.719205,2.8,2018-07-24 08:04:27
1335,100.510497,13.719212,10.0,2018-07-24 08:04:29
1336,100.510465,13.719236,16.0,2018-07-24 08:04:31
1337,100.510449,13.71926,17.9,2018-07-24 08:04:32
1338,100.510427,13.719293,17.3,2018-07-24 08:04:33
1339,100.510404,13.719314,16.9,2018-07-24 08:04:34
1340,100.510382,13.719334,16.2,2018-07-24 08:04:35
1341,100.510344,13.719339,15.1,2018-07-24 08:04:36
1342,100.510306,13.719337,14.0,2018-07-24 08:04:37
1343,100.510279,13.719346,13.4,2018-07-24 08:04:38
1344,100.510248,13.719348,13.0,2018-07-24 08:04:39
1345,100.510219,13.719342,12.6,2018-07-24 08:04:40
1346,100.510165,13.719342,11.9,2018-07-24 08:04:42
1347,100.510138,13.719354,11.6,2018-07-24 08:04:43
1348,100.510112,13.719363,11.2,2018-07-24 08:04:44
1349,100.510083,13.71936,11.0,2018-07-24 08:04:45
1350,100.510051,13.719351,11.0,2018-07-24 08:04:46
1351,100.510002,13.71934,10.9,2018-07-24 08:04:48
1352,100.509974,13.719334,10.8,2018-07-24 08:04:49
1353,100.509947,13.719328,10.7,2018-07-24 08:04:50
1354,100.50992,13.719321,10.6,2018-07-24 08:04:51
1355,100.509857,13.719304,10.7,2018-07-24 08:04:53
1356,100.509819,13.719294,11.0,2018-07-24 08:04:54
1357,100.509785,13.719292,11.2,2018-07-24 08:04:55
1358,100.509753,13.719298,11.3,2018-07-24 08:04:56
1359,100.509725,13.719302,11.5,2018-07-24 08:04:57
1360,100.509695,13.719306,11.6,2018-07-24 08:04:58
1361,100.509666,13.71931,12.0,2018-07-24 08:04:59
1362,100.509618,13.719325,12.6,2018-07-24 08:05:01
1363,100.509568,13.719344,13.0,2018-07-24 08:05:03
1364,100.509534,13.719373,13.2,2018-07-24 08:05:05
1365,100.509483,13.719369,13.6,2018-07-24 08:05:07
1366,100.509454,13.719352,14.0,2018-07-24 08:05:08
1367,100.50943,13.71934,14.3,2018-07-24 08:05:09
1368,100.509397,13.719342,14.6,2018-07-24 08:05:11
1369,100.509372,13.719373,14.8,2018-07-24 08:05:13
1370,100.509368,13.719424,15.1,2018-07-24 08:05:15
1371,100.509364,13.719462,15.4,2018-07-24 08:05:16
1372,100.509366,13.719501,15.7,2018-07-24 08:05:17
1373,100.509364,13.719538,15.7,2018-07-24 08:05:18
1374,100.509358,13.719571,15.5,2018-07-24 08:05:21
1375,100.509376,13.719593,15.2,2018-07-24 08:05:23
1376,100.509347,13.719589,15.0,2018-07-24 08:05:28
1377,100.509373,13.719599,14.8,2018-07-24 08:05:32
1378,100.509419,13.719602,14.4,2018-07-24 08:05:34
1379,100.509452,13.719605,14.2,2018-07-24 08:05:35
1380,100.50948,13.719598,13.8,2018-07-24 08:05:36
1381,100.509526,13.719592,13.3,2018-07-24 08:05:38
1382,100.509573,13.719592,12.7,2018-07-24 08:05:40
1383,100.50962,13.719587,11.8,2018-07-24 08:05:42
1384,100.509651,13.719578,11.0,2018-07-24 08:05:43
1385,100.50968,13.719574,10.2,2018-07-24 08:05:44
1386,100.509711,13.719576,9.4,2018-07-24 08:05:45
1387,100.50975,13.71958,9.2,2018-07-24 08:05:46
1388,100.509784,13.719594,8.3,2018-07-24 08:05:47
1389,100.509813,13.719604,8.3,2018-07-24 08:05:48
1390,100.509841,13.719595,8.3,2018-07-24 08:05:49
1391,100.509871,13.719593,8.2,2018-07-24 08:05:50
1392,100.509915,13.719575,8.2,2018-07-24 08:05:52
1393,100.509943,13.719568,8.2,2018-07-24 08:05:53
1394,100.510001,13.719561,8.2,2018-07-24 08:05:55
1395,100.510032,13.719562,8.2,2018-07-24 08:05:56
1396,100.510063,13.719562,8.2,2018-07-24 08:05:57
1397,100.510091,13.719562,8.2,2018-07-24 08:05:58
1398,100.51012,13.719557,8.2,2018-07-24 08:05:59
1399,100.510151,13.71955,8.2,2018-07-24 08:06:00
1400,100.510181,13.719545,8.1,2018-07-24 08:06:01
1401,100.510211,13.719544,8.1,2018-07-24 08:06:02
